id,date,tweet
1330661038170271744,2020-11-22 23:54:48+00:00,"Are @MTA coos required to wear masks? If so, they need to have them on, especially at Grand Central."
1301587465258577920,2020-09-03 18:26:48+00:00,"Lenovo Legion x @PlayApex
Now is your chance to rise above the rest. 
Unmatched performance, purposeful engineering, modern design.
Gear up with a machine as savage as you are.
Stylish outside.
Savage inside."
1330660806451671040,2020-11-22 23:53:53+00:00,"MTA be free styling on weekends. They be like fuck it throw the a on the f line let’s see what happens smh
@MTA #MTA #NYC"
1330656566064779265,2020-11-22 23:37:02+00:00,i really wanna make a mta for fun but idk huhu
1330655332448792576,2020-11-22 23:32:08+00:00,i really wanna put the bi flag on the mta but i know people from school follow me on my ig art acc and i could be caught dead first than being openly bisexual in my social circle 🥺✌️
1330654888167084040,2020-11-22 23:30:22+00:00,the mta can smd
1330652240093261829,2020-11-22 23:19:51+00:00,Mta burrice
1330651431062413313,2020-11-22 23:16:38+00:00,"17 minute headway for a Manhattan-bound C, so it's great that the MTA is proposing even worse service!!!"
1330646731864772608,2020-11-22 22:57:57+00:00,"Note: such scripts got tuning later.

Once such an alert system deluge even crashed an Exchange server because it ran out of space on its logging drives. Terrible cascading failure.

I do not recommend running Exchange as an MTA. Sendmail is less error prone."
1330646486217056258,2020-11-22 22:56:59+00:00,"MTA put ""social distancing"" tiles in the subway but hasn't washed a train since 1634"
1330644025972547585,2020-11-22 22:47:12+00:00,Just throwing it out there... @mcflyharry @itsDannyJones  @TomFletcher  y’all should do the chocolate covered bug eating challenge for MTA content. @DougiePoynter is exempt cos he’s done it for real 😜😜  #McFlyTotalAccess
1330637688551198721,2020-11-22 22:22:01+00:00,"I kinda appreciate the NYC MTA the way I appreciate Homestuck: what is this color-coded mess that somehow works, I can't look away.

Whereas the CTA is more like the TV adaptation of Jonathan Strange &amp; Mr. Norrell: perfectly serviceable, but I'm still mad about what got left out."
1330629529837199362,2020-11-22 21:49:36+00:00,Tom is there any chance MTA will become an app?? #McFlyTotalAccess
1330628874300911616,2020-11-22 21:47:00+00:00,There’s no sound @TomFletcher @mcflymusic #MTA #McFlyTotalAccess
1330627194771677184,2020-11-22 21:40:19+00:00,I love my R179s omg I’m so happy the MTA put them back
1330625752048562183,2020-11-22 21:34:35+00:00,How much money you think you finessed out the MTA in your lifetime
1330621387711635460,2020-11-22 21:17:15+00:00,What are you most excited for on MTA? #McFlyTotalAccess
1330620312396902421,2020-11-22 21:12:58+00:00,MTA budget FY2012 incl 190k for you dry #MTAtruth ceremonial robe leaks@MTAtruth.org LGA EWK and in the money going?
1330619336323690496,2020-11-22 21:09:06+00:00,fuck it imma make a new mta for instagram since the last one is archived and from 2017
1330614505777344515,2020-11-22 20:49:54+00:00,Na MTA is a SCARY fucking place yo. The creatures ( humans) you see bruh.
1330607939544096777,2020-11-22 20:23:48+00:00,"Thanks for making MTA bearable today friends, you're all real ones 💙"
1330606994580000768,2020-11-22 20:20:03+00:00,You guys!! Mta 9ar fi story on Twitter? Tf?
1330605065917390848,2020-11-22 20:12:23+00:00,I HATE MTA. like this stupid ass pandemic made it 100000 times worse.
1330602151832395788,2020-11-22 20:00:49+00:00,today’s mood: MTA worker reading pedagogy of the oppressed during their break
1330598478163177472,2020-11-22 19:46:13+00:00,The @MTA really stays doing the most for the trains not to be available 😂
1330595065023098881,2020-11-22 19:32:39+00:00,if the mta gets rid of weekly and monthly’s to add more revenue they will definitely lose ridership lol.
1330594613804097537,2020-11-22 19:30:51+00:00,ana lain mta bl3b zombies bro7y?
1330592943112155138,2020-11-22 19:24:13+00:00,blue and grey is playing so if i cry to the mta rats then what
1330585861088555011,2020-11-22 18:56:05+00:00,Dear @mta any reasonable explanation why F trains are running on D line and D trains are running on the F line?
1330585217669672965,2020-11-22 18:53:31+00:00,nah MTA really be moving scandalous on weekends 😭
1330583602095149060,2020-11-22 18:47:06+00:00,MTA b like “no service from Jamaica to Broad st” like that’s not the whole train
1330582702525964289,2020-11-22 18:43:31+00:00,"TALK TO ME, MTA— you delay services bc of Covid (why?? I don’t know bc all that does is make trains more crowded) don’t provide a shuttle on the J’s shortened line and no longer allow free transfers to get on the G instead. This whole system is a robbery. Fuck the MTA."
1330582067986505728,2020-11-22 18:41:00+00:00,"MTA mask compliance
R train - good
3 train - good
1 train - good

Thank you fellow riders!
Happy Sunday."
1330574810372562944,2020-11-22 18:12:10+00:00,"How in God’s name are people supposed to maintain social distancing when @nyctsubway has fifteen minute gaps between trains???? Why is @mta not required to maintain schedules through this, @nygovcuomo?"
1330571944694050819,2020-11-22 18:00:47+00:00,Everyday you collectively wake up and everyday you choose to let an entire city down @MTA
1330571257897684995,2020-11-22 17:58:03+00:00,"Live within your means

Staten Island: I do not understand how the MTA gets away with threatening and temper-tantrum-ing for toll and fare hikes if they do not get their way. Why has this entity not been audited for their poor mismanagement of funds?..."
1330565402590588930,2020-11-22 17:34:47+00:00,"New to the field... why are Alzheimer’s disease reagents (elisas, antibodies, etc) so expensive compared to other fields and so many critical model systems only available under Mta?"
1330563516177244163,2020-11-22 17:27:17+00:00,"MTA ARAKE UP, I JUST TOOK  NO 1 train uptown from  34 th street and saw a man let in  trough  the door  and taking  for
group  about  10 people each time time about 12:07 today
I  just  reporting ......"
1330562137568268293,2020-11-22 17:21:48+00:00,"""Just because you don't have an appointee does not mean you give up your voice,"" says Andrew Cuomo, a man who nixed the city's MTA appointees for ~reasons~"
1330561256034545664,2020-11-22 17:18:18+00:00,Listen I have a yearly now. The MTA don’t know my body anymore.
1330557916731076609,2020-11-22 17:05:02+00:00,"Today 1 year ago riding the #NYC @MTA 🚉.

😘 Best train: JZ | Overall Score: 98tp | Good Service for 97.917% of the day
🤬 Worst train: BDFM | Overall Score: 48tp | Good Service for 0.0% of the day | By contrast, this train spent 59.375% of the day undergoing planned work."
1330556313810690048,2020-11-22 16:58:40+00:00,WHY IS THE AC ON IN THIS SUBWAY MTA WTF
1330550988307111940,2020-11-22 16:37:30+00:00,Thanks for 10 followers . When ever there is an issue on septa the mta or any Subway system that I follow here on twitter. You can cocount on me to tweet about it. #roadto20flowers
1330550776670916609,2020-11-22 16:36:40+00:00,good morning i’d like to get hit by an mta bus
1330550408549429250,2020-11-22 16:35:12+00:00,I just got to 59th street in 10 minutes the MTA would really be the goat if they weren’t always on bullshit
1330550041937924099,2020-11-22 16:33:45+00:00,"MTA literally has a policy to increase fares every 2 years, and people are still shocked when the hikes happen?"
1330549047560720385,2020-11-22 16:29:48+00:00,mta is not it
1330547657237000196,2020-11-22 16:24:16+00:00,I dropped out of school but most of my classmates still catching mta &amp; living under their mother roof 😂😂🤷🏽‍♂️
1330545781015764994,2020-11-22 16:16:49+00:00,Today the MTA is running an impromptu treasure hunt through subway lines and your goal/treasure is to reach your destination without loosing the very little sanity 2020 has allowed you to keep.
1330544667079962627,2020-11-22 16:12:23+00:00,"The MTA has ignored concerns of straphangers for years, has consistently cut service and failed to upgrade equipment to this century; all the while increasing fares. Now you want NYers to bail you out again? #FuckTheMTA"
1330539258034102273,2020-11-22 15:50:53+00:00,"Me: I'll have an early night.
Also Me: it's almost 3am and I've been watching the @mcflymusic docos on #McFlyTotalAccess

Oops. #mta @TomFletcher @DougiePoynter @mcflyharry @itsDannyJones"
1330527045789618176,2020-11-22 15:02:22+00:00,To com mta fome mdss
1330524299938172928,2020-11-22 14:51:27+00:00,Southbound 4 and 5 trains are delayed while NYPD and EMS respond to an unauthorized person on the tracks at 59 St. @MTA #nyc @wcbs880
1330520186357747715,2020-11-22 14:35:06+00:00,They want us to social distance to stop the spread but they have stutter buses on the weekends smh @NYGovCuomo what is MTA doing I haven’t seen any change from @MTA since return back to work
1330514189991997448,2020-11-22 14:11:17+00:00,Mta bmoot t3bt
1330510729234026497,2020-11-22 13:57:32+00:00,vanessa gave the flonesies her mta login details so i’m watching the o2 gig hehe
1330510563684868108,2020-11-22 13:56:52+00:00,"Hey @MTA.......YOU ARE COSTING ME MONEY EVERY SUNDAY MORNING WHEN YOU DON’T MAKE IT CLEAR THAT THE E-TRAIN ISN’T RUNNING AT PENN STATION!!!!! I FIND OUT AFTER I HAVE ALREADY PAID TO GO THROUGH THE TURNSTILE!!!!!

IM TIRED OF THIS S***......MAKE IT EASIER TO FIND OUT BEFORE I PAY"
1330510559179984898,2020-11-22 13:56:51+00:00,Not the MTA leave I expected &amp; planned to be. Hope I could extend it for another week pero hindi tayo mayaman. 😂😂
1330505699286278147,2020-11-22 13:37:32+00:00,From the bottom of my heart FUCK THE MTA
1330500672962310146,2020-11-22 13:17:34+00:00,With a second wave creeping up why don't we just make the MTA free again? Hm? Why don't we just do that?
1330491271442538496,2020-11-22 12:40:13+00:00,"OPTIMAL, you should. Today's brisk/trace rain/no snow/10 mph E wind. Morning 46°F/Evening 53°F/🚴👍
Major Roads: Currently dry
Wear: Medium jacket
MTA: Delays:456/7. Track Work:123/ACE/BDFM/JZ/NQRW.  
#bikenyc"
1330487363374620672,2020-11-22 12:24:41+00:00,Bit late to the party bt soo loving the #mcflytotalaccess #mcflyta #MTA
1330476858123620352,2020-11-22 11:42:56+00:00,During a pandemic the #MTA is raising their prices. Wtf
1330472721260695554,2020-11-22 11:26:30+00:00,I just had a dream abt my hand being stuck in an mta train door.
1330469201350438913,2020-11-22 11:12:31+00:00,"In the middle of watching Mcfly at the O2 because why not and I miss live concerts so much😭🥺 #McFlyTotalAccess #MTA 
@TomFletcher @mcflyharry @itsDannyJones @DougiePoynter @mcflymusic"
1330464977476575234,2020-11-22 10:55:44+00:00,It’s 2020 no one should be willingly using the MTA
1330453140265725954,2020-11-22 10:08:41+00:00,Who’s going to the mta thingy in Baghdad tomorrow? No one? Okay
1330435974355058689,2020-11-22 09:00:29+00:00,MTA art at later at 6 👀🖤
1330427809349722113,2020-11-22 08:28:02+00:00,"As much as I hate MTA, the fact that the subways are closed 1am-5am because of corona ruined the vibe of NYC."
1330424540804079616,2020-11-22 08:15:03+00:00,4x long on mta from 1.32
1330403417215397890,2020-11-22 06:51:07+00:00,Mta b5l9 my essay
1330393166500032517,2020-11-22 06:10:23+00:00,"$FRONT GONNA CLOSE OVER .60 TODAY!! DON'T BE LATE

$DEXT $UNI $CORE $YFI $YFII $SHROOM $FIS $FOL $ORO $DMST $AXN $CORE $FWT $APY $CVC $FARM $DOT $KSEED $HOLY $PHA $SWRV $CRV $BID $OCEAN
$GOF $SUSHI $AKRO $SNX $WXT $MTA $BLZ $UTK $NBS $LOOM $TNB $MANA $HIVE $DOGE"
1330392910563401729,2020-11-22 06:09:22+00:00,COUGH mta is in progress COUGH
1330386354807713798,2020-11-22 05:43:19+00:00,You not from NY if you don’t see bottles rolling on the floors of the MTA bus/train
1330386197580025857,2020-11-22 05:42:41+00:00,every person in nyc is a sub (to the MTA)
1330379694416519172,2020-11-22 05:16:51+00:00,Ew why a MTA worker just blew a kiss at me😔
1330379053988253699,2020-11-22 05:14:18+00:00,Have you ever fallen asleep on the @MTA ???
1330377021864730630,2020-11-22 05:06:13+00:00,YO @MTA DOWNTOWN IS MORE IMPORTANT IN THE MORNING ON THE WEEKEND. UPTOWN IS MORE IMPORTANT LATER AT NIGHT. How much money are you higher ups paid? When was the last time you rode the subway? Assholes.
1330373529636888577,2020-11-22 04:52:21+00:00,anyways mta bnser on campus aba a’3yr jw aba astans aba achof my class mates aba aakl aba a6l3 aba at least afhm lo shwy lakn it is what it is
1330368939596144640,2020-11-22 04:34:06+00:00,"The best trading advice I can give you is ignore opinions. Two things matter. PA and your equity curve. everything else is garbage, often counter productive garbage. Also, you should buy MTA."
1330364570242670592,2020-11-22 04:16:45+00:00,"List 4 👇

@ASg1956
@JoielAkilan 
@VD18231409 
@ArunGrover2020  
@MTA_1969
@Gunjaan_
@imshivanshh
@APS588
@thankappan_r
@rna121 
@kvibaba2 
@aseefchaudhary
@socio_politic
@RobinKKamboj
@thankappan_r
@kvibaba2 
@aseefchaudhary
@socio_politic
@AJSB05
@osan_adil
@HarrisD63432503"
1330364237336678401,2020-11-22 04:15:25+00:00,So MTA just letting people push each other  off the platforms now?🤔
1330362252730503168,2020-11-22 04:07:32+00:00,fuck the mta
1330349309905125377,2020-11-22 03:16:06+00:00,What age should you typically be to take the MTA test or what age do people typically take the MTA test?
1330344405845340160,2020-11-22 02:56:37+00:00,hate the MTA
1330331995117940737,2020-11-22 02:07:18+00:00,the mta city bus is just a big uber pool
1330324490736295936,2020-11-22 01:37:29+00:00,Confirmed by support that #mcflytotalaccess #mta are developing iphone/android apps 🤩 @mcflymusic
1330323571227430918,2020-11-22 01:33:50+00:00,the MTA really been on despicable timing this year
1330318758162948098,2020-11-22 01:14:42+00:00,I realized taxes were a sham when I’m late to work everyday because of the MTA but Allenton ave look like the Sistine chapel
1330313914794602499,2020-11-22 00:55:27+00:00,I swear it’s gonna be such a missed opportunity if Michelle Wu doesn’t record a modern version of Charlie On The MTA for her mayoral campaign
1330310468452413442,2020-11-22 00:41:46+00:00,"This isn’t a real alt season until $MTA pumps. Once it does exit all positions ASAP 😂

@CryptoMessiah plz confirm thx."
1330301880342351874,2020-11-22 00:07:38+00:00,this mta employee walked up the stairs behind me and i felt pretty self concious about it. a few paces away from the staircase i looked back to see HIM looking at ME disapprovingly the nerve
