id,date,tweet
1323414578471067648,2020-11-02 23:59:58+00:00,"Sick of these niggas, COVID-19"
1323414578420543488,2020-11-02 23:59:58+00:00,afraid to go to any store not because of covid but because i dont want to hear All I Want For Christmas Is You over and over
1323414574754877443,2020-11-02 23:59:57+00:00,COVID really isn’t going anywhere
1323414572410134528,2020-11-02 23:59:56+00:00,Still sheltering in place. COVID ain't getting this white boy.
1323414554932514816,2020-11-02 23:59:52+00:00,$1200 stimulus for everyone in 8 months during Covid. Is Mr. Krabs the president?
1323414554672463872,2020-11-02 23:59:52+00:00,Issa Booty Club By My House I Wanted To Checc Out But Ya Know...Covid. Even Then I Got a Feeling Ain No Nice Booty Clubs In Phx Anyways😂.
1323414542089674758,2020-11-02 23:59:49+00:00,I wish COVID-19 would catch COVID-19 and have to self isolate for two weeks.
1323414535848472576,2020-11-02 23:59:47+00:00,"According to latest Essential poll @DanielAndrewsMP handling of Covid-19 approval rating is at 61% that should really get up the nose of the Murdoch media, @SkyNewsAust etc."
1323414529766686721,2020-11-02 23:59:46+00:00,"This is the best 1pm news update I've ever heard.

(Not Covid related.)"
1323414520426074112,2020-11-02 23:59:44+00:00,Idk maybe I’m weird but I legitimately don’t feel like covid has impacted my life that much. I never went anywhere to begin with lmao
1323414517792034816,2020-11-02 23:59:43+00:00,"1 year ago I was sick af to the point I was coughing for a month... looking back at it I could have probably had covid that early because no doctor knew exactly what it was and said it was a nasal drip, that being said someone put me on an island by myself forever"
1323414515451678724,2020-11-02 23:59:42+00:00,Phoenix got goody bags of candy since we didn’t go trick o treating ya know bc covid. But he was so excited and eating his candy and sharing with everyone 🥰
1323414507792654338,2020-11-02 23:59:41+00:00,"Biden: I have a  comprehensive plan to deal with the Covid pandemic and get our economy back on track!

Trump: Lebron James and Lady Gaga are mean to me!

Those are your choices for president folks. How in the fuck is this even close? Go. Fucking. Vote!"
1323414502336040961,2020-11-02 23:59:39+00:00,"A Support Group for visually impaired &amp; blind veterans  will start by phone until COVID-19 restrictions are lifted.  If you're blind or  live w/low vision &amp;  a Veteran who wants to be part of the group, call Chana Hurvitz, VIST coordinator, at 410-605-7000 x55124."
1323414481679077376,2020-11-02 23:59:34+00:00,"*spoiler alert* 

Someone posted the Tadashi porn on my tl. They realize what happened to him right? Y’all jerkin it to a dead Disney cartoon?!"
1323414462045528065,2020-11-02 23:59:30+00:00,Cold outside plus covid. All that’s left is yard
1323414457134026755,2020-11-02 23:59:29+00:00,I just found out my coworker who I work closely with has COVID-19. 😔
1323414452046352385,2020-11-02 23:59:27+00:00,I voted in person nine days ago.  Stood in line just like I do at the grocery store.  Guess what...the sky didn't fall on me and I didn't get COVID.  It can be done.
1323414441732513798,2020-11-02 23:59:25+00:00,"big shouts to the textbook hipster looking dude at last weekends bonfire who then proceeded to explain the bike messenger union to us, like yes sis know your type"
1323414437659701248,2020-11-02 23:59:24+00:00,"BREATHE💛✨

•There was no covid in 2016
•No Comey-type surprise now
•8mill ppl weren’t plunged in2 poverty in 2016
•Or this MASSIVE early voting—in record #’s
•Women turnout is up by 10pts
•The 2018 midterms broke HUGE 4 Dems
•8mill 1st time voters now

#Election2020"
1323414436514729984,2020-11-02 23:59:24+00:00,why did no one say the covid test was so relieving?? feels like my nose jus got a lil massage
1323414416671436800,2020-11-02 23:59:19+00:00,Not sure whats worse Ian Poulter WD at the Houston Open or these COVID spikes?
1323414414817517568,2020-11-02 23:59:19+00:00,"People who don't mask up really think ""I'm not getting this"" in their heads as they super spread through America.. it's just exhausting and sad at this point...

Masks don't even prevent you from getting COVID... 

Wearing a mask is so the people around you dont get it. #abrain"
1323414412405792769,2020-11-02 23:59:18+00:00,Excited to welcome @AlexBerenson to the show tomorrow morning! Some of the best reporting on The Covid you will ever find. @770KTTH
1323414350414098439,2020-11-02 23:59:03+00:00,"Covid-19 status as of November 02, 2020 , Time : 05:29(Indian Standard Time)
Total Cases : 8,266,914 (+37,592)
Total Active Cases : 542,346
Total Deaths : 123,139 (+497)
Recovered Patients : 7,601,429 (+58,524)
Tests done till now : 110,743,103"
1323414336073814016,2020-11-02 23:59:00+00:00,"Another day and NSW ""Health"" still hasn't released its figures by 10.59am. Need time to fudge them.
Still better than WA."
1323414309574217738,2020-11-02 23:58:53+00:00,I take my birthdays serious so in March I better see the same energy. Y’all hoes lucky this Covid shit happened so y’all got a pass this year!
1323414275642327042,2020-11-02 23:58:45+00:00,People don’t think the president effects our daily lives but the way Trump handled covid proved that it actually does.
1323414275193511936,2020-11-02 23:58:45+00:00,COVID effed the economy up and it’s gonna get worse before it gets better
1323414272551096329,2020-11-02 23:58:45+00:00,bro I hate men I literally DESPISE MEN one of my housemates may have brought covid into the house because he just HAD to go to a halloween party after I said no one should be going out
1323414255690010625,2020-11-02 23:58:41+00:00,Did COVID bring about the death of the foodie?
1323414242675068935,2020-11-02 23:58:37+00:00,Mitch has already planned to deny America a covid bill if he and the Republicans are in power after the first of the year. More of the same stalemate.
1323414238350741504,2020-11-02 23:58:36+00:00,BCE and CE have now been officially changed to “Before COVID Era” and “COVID era”
1323414226531176455,2020-11-02 23:58:34+00:00,I would move the @packers vs @49ers to a double header MONDAY (because of covid concerns) @NFL think about it 🤔
1323414225503637509,2020-11-02 23:58:33+00:00,"The legit news media reported that in one hospital alone over 130 deaths were FALSLY reported due to Covid.  Think how the death toll numbers decrease if all hospitals took the democratic bribe, and most did."
1323414223662292996,2020-11-02 23:58:33+00:00,"This is a question for people from countries other than america right now. 

How do you feel about our situation atm? How do you feel about trump? How do you think we are handling COVID-19? 

Just interested in everyone’s opinions. 

Thank you!"
1323414213721804801,2020-11-02 23:58:31+00:00,i know some girl in my art class had to go on zoom today and said she was getting tested today for covid so
1323414208063643651,2020-11-02 23:58:29+00:00,i got my blood donation health screening results and no covid antibodies but i do have elevated blood pressure which concerned me at first until i took a look around and instantly understood why
1323414181564059653,2020-11-02 23:58:23+00:00,"#breaking Kwame Kilpatrick No federal confirmation of Kilpatrick release despite family expecting ...,Ex-Detroit Mayor&amp;#39;s sister says Kwame Kilpatrick granted &amp;quot;COVID-19 ... Federal officials have not confirmed Kilpatrick will be released from prison after his family membe"
1323414181102669827,2020-11-02 23:58:23+00:00,is there a NFL team left that Covid haven’t touched?
1323414177415913477,2020-11-02 23:58:22+00:00,"I have met people during covid who have never seen me without a mask. Now i imagine they have a mental picture of my face that they masturbate to, and i wonder if the reality will live up to their expectations 🤷‍♀️"
1323414174815301635,2020-11-02 23:58:21+00:00,fk i miss my friends. fk covid
1323414166850342912,2020-11-02 23:58:19+00:00,I have a daughter in 3rd and 1st grade and they are attending school in person.  Even with the pandemic I worry more about gun violence in schools more than Covid. Remember Republicans have put guns above our children.
1323414151524425732,2020-11-02 23:58:16+00:00,I miss life before COVID. This shit too weird now
1323414145966985217,2020-11-02 23:58:14+00:00,Prediction: Eastenders Christmas special is going to be a super spreader event and the search for you started it. The Covid Whodunnit
1323414141382610944,2020-11-02 23:58:13+00:00,"The Baltimore Support Group for visually impaired &amp; blind veterans  will start by phone until COVID-19 restrictions are lifted.  If you're blind or  live w/low vision &amp;  a Veteran who wants to be part of the group, call Chana Hurvitz, VIST coordinator, at 410-605-7000 x55124."
1323414132843073541,2020-11-02 23:58:11+00:00,"can a masker explain to me why after i wear mask i cant catch a breath for like 2 days and i basically ""feel"" like i have covid oh wow not a psyop at all guys"
1323414132574609412,2020-11-02 23:58:11+00:00,It’s official.... covid has taken our 2021 season as well.... 💔
1323414132343922689,2020-11-02 23:58:11+00:00,"Anybody got any tips to make money real quick? No long processes, I literally mean quick. Within hours or a couple days.

Waiting on a job placement but coz of covid they are having delays so need other means of making quick ££££"
1323414132029329411,2020-11-02 23:58:11+00:00,"Tomorrow will be the 1st time my boyfriend &amp; I vote for a democratic presidential candidate. I voted for Bush, McCain &amp; Romney. I sat out 2016 (bad move). I’m doing this for my dad who died at 66 from COVID due to Trumps malicious negligence. Let’s vote him out!@realDonaldTrump"
1323414129273643015,2020-11-02 23:58:10+00:00,"these covid tests whack, they put a q tip in my nose and it scratched my eyeball"
1323414124282355712,2020-11-02 23:58:09+00:00,FU KA COVID! 😭😭😭
1323414123120488449,2020-11-02 23:58:09+00:00,"Hey @ATT, your policies do not help an immuno-compromised person during COVID. I wanted to place an online order for a replacement phone to be shipped to my family member (because their phone died 4 states away) &amp; I am told my order was canceled and I have to go to a store. 1/"
1323414118938923009,2020-11-02 23:58:08+00:00,"Judd Deere actually said that Dr. Fauci is ""playing politics"" with COVID-19. How? By believing it EXISTS?"
1323414116501999618,2020-11-02 23:58:07+00:00,"Biden in Pittsburgh:

""1 in 1,000 Black Americans have died from COVID-19.  
 
By the end of the pandemic it could be more than 1 in 500. COVID is a mass casualty event for Black Americans.
 
And this president knew in Jan this virus was deadly. But he hid it"""
1323414111653400579,2020-11-02 23:58:06+00:00,not one of my irls being sad about the “death of the high street” girl i mean actual people are dying bc of poverty covid racism homophobia and all sorts of other shite but ye feel sorry for m&amp;s let’s all have a funeral for capitalism
1323414110197960704,2020-11-02 23:58:06+00:00,"101.6 isn’t great... my normal temp is 97.7.
Take this seriously folks.  Covid sucks."
1323414105806569483,2020-11-02 23:58:05+00:00,"Man, I can't wait till Wednesday so we can finally hear Joe Biden's plans on:
-COVID
-Black America
-The Supreme Court
-Energy Independence 
-Trade with China
-Reducing Carbon Emissions
-Getting America back to work
-Or pretty much any other policy"
1323414104451764225,2020-11-02 23:58:05+00:00,How 2020 would it be if we get to the end of this year and there's another novel coronavirus and we have COVID-20 and we gotta do this all over again?
1323414103617142785,2020-11-02 23:58:04+00:00,This a kush cough hoe I ain’t got no COVID.
1323414102392348672,2020-11-02 23:58:04+00:00,"Watching the episode of KUWTK, when @khloekardashian had COVID &amp; I felt her pain. That shit was the worst thing to EVER happen to me. I swear, I wouldn’t have wished that shit on anyone, not even my worst enemy."
